Turn,Entropy,Ghost X position,Ghost Y position,Estimated X,Estimated Y,X bias,Y bias
0,2.5759588893630565,10.2,3.4,17.368054603560637,2.9625583303068725,7.168054603560637,1.9925116660613746
1,2.8880499624188856,11.0,3.6,16.17562691739146,3.875450898609958,5.505376150434877,2.3750901797219917
2,2.8405887349245633,11.6,4.0,16.366267783107737,3.6565387923941075,5.019760669864643,2.7313077584788212
3,2.8504924963440774,11.6,4.2,15.79610580311191,4.067904542524573,4.359221160622382,2.2135809085049147
4,3.0576866106051854,11.6,4.4,15.919714495038448,3.9477302128586174,5.18394289900769,1.9895460425717233
5,3.006717468395078,11.8,4.4,15.188022089511483,4.659022160740313,4.837604417902297,2.131804432148063
6,2.9834823429541713,12.0,4.4,15.518096232174802,4.2078625244150984,5.50361924643496,2.04157250488302
7,2.8985128419011055,11.8,4.4,14.853864616242308,4.842722822509177,5.170772923248461,2.5685445645018357
8,3.022056800274624,11.2,4.4,15.062839738175345,4.5228381041550065,5.012567947635069,2.5045676208310015
9,2.8342111504615715,11.4,4.4,14.783159518219936,4.7949958857479285,4.756631903643987,2.5589991771495857
10,2.8501673708453596,11.0,4.2,14.525443471554752,5.242319637867072,5.10508869431095,2.945391782720243
11,2.6866681129397136,10.8,4.2,14.933994243328375,4.897575379186819,4.986798848665674,2.738545227512091
12,2.496874223701778,11.0,4.2,15.296915204413065,4.355161034574883,5.378149122647839,2.4130966207449296
13,2.5094925832730617,10.8,3.8,14.806062818928206,4.827084873612966,4.883637691356922,3.1654169747225933
14,2.493910806899661,10.6,3.8,14.455494012051934,5.33975926126949,4.473296407231162,3.4038555567616937
15,2.335886205708777,10.6,4.0,13.639399807631566,5.717280221832415,3.983639884578939,3.143456044366483
16,2.6160508647238436,10.2,4.2,12.749634956535242,5.840253312287192,3.8497809739211455,3.3680506624574384
17,3.2187435397056907,10.4,3.4,12.701665952107854,5.833222375008896,3.6209995712647127,3.699933425005338
18,3.031014945218043,10.4,4.4,11.656079876750091,6.243830817022163,3.131215975350018,3.3462984902132975
19,2.9872209404286405,10.8,4.2,11.904845597059023,6.095684795413129,3.1809691194118046,3.8191369590826256
20,3.0368239460386035,10.6,3.8,10.39547696600456,6.790153532998905,2.920904606799088,3.958030706599781
21,2.848149471176834,11.0,4.4,10.5841029716113,6.532194563891876,2.88317940567774,3.7064389127783754
22,2.7469926652481185,11.4,4.2,11.203013034118229,6.195929007438942,2.8406026068236456,3.5175574044633655
23,2.6127983814899416,11.4,4.4,10.513626064280874,6.52070884174781,3.697274787143825,3.7041417683495625
24,2.6036024117441,11.4,4.2,11.229125834878566,6.176257610817326,3.5541748330242866,3.5057545664903955
25,2.7978085666316854,11.8,4.4,11.965279993432732,5.802533019969893,3.806944001313454,3.1605066039939786
26,2.784512052075016,11.6,4.0,12.36017941239357,5.335714148886678,3.927964117521286,2.801428489332007
27,3.2554641340534345,11.6,3.8,12.295618705295475,5.432006256953939,4.059123741059095,2.6592037541723634
28,2.6909269863235594,11.2,4.0,13.715484208579849,4.8937353308326195,4.343096841715971,2.5787470661665237
29,3.1403304838302324,11.2,4.2,11.953259979125615,5.509833230456944,3.6280440125246307,2.101966646091389
30,3.003194718908198,11.2,4.4,12.319975806729335,5.250282066709769,3.936004838654133,2.149943586658046
31,3.085583519025045,11.8,4.8,11.85113382010466,5.441801545177821,4.289319707937204,2.5116396909644356
32,2.9352131113978936,12.2,4.6,12.300660779655388,5.17498619355604,4.139867844068922,2.3650027612887916
33,2.818211958261469,12.6,4.4,13.079549976137887,4.962406253789694,4.384090004772423,2.607518749242061
34,2.9118918486540326,13.2,4.4,14.76913532754599,4.832004171694384,3.846172934490802,2.6335991656611233
35,2.9757564785069808,12.8,5.0,14.497700488704265,5.263083344916169,4.099540097740853,2.747383331016766
36,3.2678084072465183,13.0,4.6,14.444910859237973,5.272363238658712,4.511017828152406,2.3455273522682574
37,3.1968683870008845,12.6,4.8,13.993090399533298,5.5007065225984055,4.201381920093341,2.499858695480319
38,2.820406027427103,12.8,4.8,15.134748554603146,5.32197354977487,4.626949710920629,2.664394709954974
39,3.1354027392892827,12.0,5.0,15.026959950546734,5.537435060413321,4.6053919901093465,2.507487012082664
40,2.847037458018387,12.2,5.0,15.332692782274194,5.474499257652165,4.599615669364516,2.094899851530433
41,3.191773921678781,12.0,5.0,15.27442985748333,5.5616038272818855,4.6548859714966655,2.5123207654563773
42,3.1621805140905876,12.8,5.2,14.718425460001459,5.939213404860304,4.1436850920002914,2.787842680972061
43,3.0157932316332103,13.0,5.2,14.884814406805006,6.081808693403718,4.423037118638999,2.816361738680744
44,3.238822917945332,13.2,5.6,15.042663281444078,5.957966502270115,4.591467343711185,2.391593300454023
45,3.1019446961807504,13.2,5.4,15.321480481685544,6.050147136414407,4.1357039036628915,2.210029427282881
46,2.669318003458193,13.2,5.6,14.530506373922696,6.499317098294634,4.293898725215461,2.2995902589767807
47,2.5740062521857143,13.2,5.8,15.423083797450833,6.489994839656921,4.115383240509834,1.8979989679313847
48,2.3692135092074196,13.4,5.8,16.08163267144479,6.158694481451394,4.216326534288958,2.231738896290279
49,2.522919657160853,13.4,6.0,15.822897631467589,6.632508470152965,4.164579526293518,2.126501694030593
50,2.268200508977309,13.4,5.0,16.25503426688563,6.300090432126078,4.251006853377126,2.3800542592756466
51,2.5655686542217717,13.2,5.0,16.023291973845797,6.702650126816673,4.404658394769159,2.7405300253633342
52,2.6420301760560077,13.0,5.4,15.645186294648743,6.934709880128535,3.729037258929749,2.3869419760257076
53,2.169124292003456,12.8,5.4,14.291857685069033,7.15963026241725,3.5416284629861936,2.8319260524834498
54,2.696035543384484,12.6,5.8,14.064993291756332,7.114081451989277,3.387001341648734,2.8228162903978555
55,2.7120857921017456,12.4,5.8,15.321743634121678,6.977304427433043,3.5930461804730065,2.7954608854866088
56,2.1534997358874852,12.4,6.0,15.141806576329447,7.11934126876721,3.485083945797668,1.871604761260326
57,2.252769922034266,12.2,6.0,13.97986874894099,7.060696943079217,4.204026250211802,2.2364181658475295
58,2.8025133193262777,12.2,5.8,13.817429327869245,7.003677061777218,3.8365141344261504,2.4022062370663306
59,2.955279134926654,12.0,5.8,13.205623151862005,6.93152688008924,3.7588753696275985,2.013694623982152
60,2.779782993162169,12.0,6.0,12.768423131694568,6.969899852423298,3.8463153736610862,2.206020029515341
61,2.341847893431347,12.2,5.2,13.742016023828668,6.745647025363214,3.8515967952342662,2.5491294050726423
62,2.3287259581686324,11.8,5.4,13.096739830654647,7.019605779356491,4.380652033869071,2.8117634676138943
63,2.20718087126131,12.0,5.0,13.808096497712247,6.828084116123219,4.03838070045755,2.696850469673931
64,2.0740155266058227,12.2,4.6,14.696443646405015,6.693799206094413,4.060711270718997,3.0162795236566473
65,2.2075702959312413,11.8,4.4,13.752337148445921,6.770988535757136,4.249532570310816,3.2625931214542816
66,2.260079648939127,11.8,5.0,12.852095580263628,6.825388512544151,4.429580883947274,2.695233107526491
67,2.3110198181034067,11.6,5.0,11.97410377578791,6.8991141844256845,4.405179244842418,3.179822836885137
68,2.2566925230232244,11.8,5.4,10.915144910180675,6.885974014242798,4.8509130538915946,3.1771948028485597
69,2.380779839587467,12.2,5.6,11.600553474710013,6.683081703415485,4.4396679151739935,2.936616340683097
70,2.672497338425984,12.4,5.6,12.170764395714608,6.490338532105467,4.297541362571235,2.498067706421094
71,2.349210764345989,12.6,5.6,11.867077934850613,6.844767634532495,4.279753239089632,2.568953526906499
72,2.3860912346786636,12.4,6.0,12.634495333991646,6.5789876299277825,3.873100933201671,2.115797525985556
73,2.39770431409487,12.0,6.2,12.162891627674504,7.01739553358709,3.967421674465099,2.4034791067174184
74,2.3402768408033565,12.6,6.2,12.812032501207458,6.798187111563651,4.037593499758509,2.3596374223127303
75,2.2128566415897177,11.6,6.2,12.294748655846599,7.247752663659566,3.9410502688306805,2.449550532731913
76,2.6653623073940924,11.4,6.2,11.861993140212325,7.308612575888828,3.8276013719575346,2.461722515177766
77,2.644990010839341,11.4,6.4,11.772943864047908,7.3112978647311335,3.445411227190418,2.2622595729462267
78,2.2759099072513025,11.0,6.6,11.353822776677179,7.309302397415391,3.9292354446645645,2.061860479483078
79,2.338862554186663,11.0,6.4,10.677266337813544,7.421100087883521,3.664546732437292,2.0526600527301126
80,2.6884910873007355,11.0,6.6,11.449988316033803,6.974008254458967,3.5100023367932396,1.2051983491082066
81,2.3935024943800642,11.0,6.8,11.940170782225861,6.867841815179406,3.4119658435548272,1.4792949108923559
82,2.843727842769877,11.0,6.6,11.776856904203623,6.904697512266919,3.7553713808407245,1.257181492639848
83,2.5290492675136997,11.2,6.2,12.912036316269687,6.239323259072427,4.182407263253937,1.3521353481855145
84,2.33496161589999,11.2,6.4,13.683453519209166,5.886327249695085,4.736690703841833,1.6682036501829494
85,2.077354264513891,12.0,6.2,14.704646286043772,5.7089554323231155,4.940929257208754,1.9746267406061306
86,2.1162402692027165,11.8,6.2,13.964533111464931,5.927823696423678,4.192906622292986,2.2433057821457933
87,2.2119318837045268,11.8,6.0,14.800530083856572,5.84000810641631,3.9601060167713142,2.095995136150214
88,2.155739744631244,12.0,6.0,15.533681345943503,5.544926719039397,4.3067362691887014,1.8730439685763618
89,2.198229838274665,12.2,5.6,16.00482437064705,4.920880691735285,5.00096487412941,2.2474715849588285
90,2.155030337379302,12.6,6.2,16.371589976047932,4.487358931837605,5.0743179952095865,3.107584640897437
91,2.179541523264942,12.0,6.6,15.950780503409415,4.951867109313151,5.190156100681883,3.2288797344121094
92,2.6950747999157456,12.4,6.4,15.779199316932303,5.129104078424233,5.15583986338646,2.9225375529454602
93,2.1168451930280767,12.2,6.0,16.745403740194863,3.9378637955814186,5.149080748038973,3.2372817226511486
94,2.2812942250552575,12.2,5.8,16.460728889848834,4.135341325049896,5.092145777969767,2.9187952049700625
95,2.007094894550867,12.2,6.0,17.546504064698368,3.325521472865924,5.527902438819021,3.204687116280445
96,1.5901116672913078,11.6,5.6,17.489945357560966,3.517097313915535,6.09396721453658,3.089741611650679
97,1.7939782706836147,12.2,6.0,16.966667833019738,3.9558652332840945,5.193333566603948,3.226480860029544
98,1.9527795031146522,12.0,6.0,16.39400761119296,4.35360779277583,4.636404566715777,2.5878353243345016
99,1.9540880371429779,12.2,6.0,16.81451965325203,3.904575720837576,5.088711791951218,2.8572545674974545
100,1.4845224027831212,12.0,6.0,17.442989416862513,3.4816672482492494,5.665793650117508,2.710999651050451
101,1.262519510189706,12.0,5.8,18.042110304492464,3.1442431457457665,6.042110304492464,2.7711513708508466
102,1.4506499437776847,11.4,5.4,17.626362213124658,3.6362564279040193,6.226362213124657,2.2727487144191962
103,1.7826600945301823,11.2,5.4,17.067126920073367,4.107486167225362,5.867126920073367,1.7785027665549276
104,2.548243549949262,11.4,5.4,16.11218334790832,4.806661881432756,4.71218334790832,1.5613323762865512
105,2.4607854155089717,10.8,5.8,15.190761517718656,5.830271995976946,4.714456910631194,1.3660543991953893
106,2.061290702080949,11.2,6.0,16.3655570674867,4.4317265347972015,5.165557067486701,1.7409640791216792
107,2.3185659578785236,11.8,6.0,16.656974995722102,4.065385012479733,4.994184997433261,1.9869229975040532
108,1.5052656666916588,12.2,5.8,17.41574160018432,3.4650080359563282,5.449444960110592,2.334991964043671
109,1.4728467442588575,12.6,5.2,17.947029601692115,3.1812898864914967,5.768217761015269,2.1637420227017006
110,1.4730022542112473,13.2,5.2,17.61450171639054,3.599207671484764,4.968701029834323,2.080158465703047
111,2.0621155081283105,13.4,5.2,17.44827867988599,3.7829016862279565,4.489655735977198,2.043419662754409
112,1.485914337217754,13.8,4.6,18.31744617860365,2.692550978428748,4.51744617860365,2.184469412942751
113,1.6177056200966127,13.8,4.8,17.941906594732963,3.316721331981629,4.588381318946593,1.736655733603674
114,1.5823993066415256,14.2,4.6,17.7347992638365,3.571886136961397,4.1469598527673,1.8856227726077204
115,1.2987443122172757,14.2,4.0,18.16331596261913,3.3184447623331024,4.632663192523826,1.7363110475333798
116,1.488018771414519,14.6,4.6,17.847271302747135,3.713188675761189,4.169454260549427,1.8573622648477623
117,1.609540928466459,14.4,5.0,17.272481387954105,4.277218717684295,4.254496277590821,2.144556256463141
118,1.4913030135171654,14.4,4.8,17.770535037342654,3.86898827119406,3.9541070074685307,2.078607037283564
119,2.1693869037581024,14.6,4.8,16.37897816277057,5.145160036560082,3.075795632554114,2.2290320073120165
120,2.134852997168838,14.2,4.6,16.636505370206553,4.823104795535488,3.381903222123932,2.3646209591070977
121,2.091349066938503,14.0,5.4,16.246674447879958,5.278844989958306,3.3480046687279748,2.055768997991661
122,2.10666001100146,13.8,5.4,15.801724059727968,5.803524221122206,2.88103443583678,2.1607048442244414
123,2.3012459381345143,13.8,6.0,15.559558013358833,6.329832084766926,2.7357348080153,1.6659664169533852
124,2.6246465183861862,13.6,5.6,16.217880971189388,5.42488671780033,3.3307285827136326,1.884977343560066
125,2.565724351920957,13.0,5.2,16.092017343059098,5.612007554802976,3.8552104058354586,1.922401510960595
126,2.3576332614500703,13.6,4.8,15.837874059380118,5.989309394708569,3.5027244356280702,1.997861878941714
127,2.0885264817294162,13.8,4.8,16.229712717192207,5.229726174998648,3.5378276303153244,1.4459452349997295
128,2.02954401029589,14.4,4.8,16.651717134008543,4.60359868118887,3.3303434268017087,1.079280263762226
129,2.471153698599537,13.6,5.0,16.739504961710395,4.402195433899735,3.643702977026237,0.9195609132200531
130,2.34523597667976,13.6,4.8,17.010881363620268,4.039736303520697,3.4108813636202675,0.7920527392958606
131,2.3291003019409895,13.6,5.0,16.791301134787783,4.1843743276253464,3.27478068087267,0.9631251344749308
132,2.090854861979901,13.8,5.8,16.40951035893659,4.4322360636639,3.081902071787318,1.3677639363360996
133,2.1924522266534447,13.6,5.4,16.739696673314,3.997682691874514,3.3479393346628,1.402317308125486
134,2.304445951041079,13.6,5.2,16.50986959458926,4.135728343897853,3.3019739189178523,1.1185629936612884
135,2.028124639280583,13.6,5.4,16.73305197992366,3.828827988442966,3.239831187954195,1.5711720115570333
136,2.0467276558249305,13.4,5.4,16.192847406155476,4.21199352638926,3.1157084436932854,1.2728038841664442
137,2.2830204644361594,13.4,5.6,15.80314839423159,4.632738503685452,3.7606296788463185,1.2203568977887287
138,2.6404015376057672,13.6,4.8,15.85053808331332,4.55495599839619,3.9701076166626637,0.8670264009622859
139,2.353847968165531,13.0,5.2,15.615328561465223,4.747588928392974,3.7230657122930446,1.1514466429642154
140,2.0392187520481717,13.4,5.0,16.12086694307072,4.13765060380161,3.872520165842432,1.372469879239678
141,2.148087235164291,13.4,5.2,15.64636501187521,4.654109371999446,3.5878190071251255,1.4691781256001106
142,2.7285310383885135,13.4,5.0,15.679287200632041,4.605882338551665,3.2075723203792235,1.278823532289667
143,2.4573418956806514,13.2,5.0,15.50460384395321,4.7165550889590255,2.9027623063719266,2.0566889822081946
144,2.0553520444702786,13.6,5.6,16.04354419718024,4.07172924910065,2.8261265183081434,2.38565415017987
145,2.158363800215482,13.2,6.2,15.573186273284183,4.568089042146493,2.9439117639705095,2.4863821915707014
146,2.2409125836692354,13.2,6.4,15.095960456814609,5.0683632850672184,2.2575762740887653,2.1863273429865564
147,2.24634392798213,13.0,6.4,14.764652916788952,5.698720921960013,1.9529305833577904,1.6602558156079972
148,2.6771393257399354,12.8,6.4,14.983506245967448,5.487766216905181,2.1901037475804683,1.7024467566189638
149,2.0967584190837094,12.2,6.0,13.202549212445481,6.183810290503395,2.0405098424890964,2.036762058100679
150,2.2438028176665266,12.4,6.8,12.428858972062612,6.392820284649449,1.9142282055874777,1.6785640569298899
151,2.8290136281289557,12.6,7.2,12.360265400843307,6.372985795083708,1.7279469198313386,1.5254028409832583
152,2.2225361053904726,12.2,7.0,13.656533371144778,5.759383650331174,1.593920022686867,1.8481232699337653
153,2.266705607582494,12.4,7.8,12.921284758121583,5.8928124424540576,1.4157430483756834,1.9071875575459423
154,2.506267963433429,12.0,8.0,12.290303067463777,6.088471182011192,2.0580606134927555,1.9469172907932848
155,2.378671277489686,11.6,7.8,11.516996122262801,6.422960541948766,2.3033992244525603,1.5462236748307405
156,2.213172761361005,11.6,7.2,10.719385859359292,6.701988257793181,2.1438771718718583,1.3403976515586362
157,2.775816087439897,11.8,7.2,10.64023118971954,6.675699382101321,2.071953762056092,1.4648601235797358
158,2.0499969576967403,11.2,7.2,9.550706444162927,7.392355106912686,2.2695761335022437,1.4784710213825372
159,2.1023706270922307,11.0,7.2,9.994471676138858,7.034389123425818,1.8033169943166854,1.4068778246851636
160,2.299532276819623,10.8,7.2,10.484103369559422,6.564333970771505,2.3031793260881157,1.2613996175370967
161,2.2570167380981125,11.0,7.6,9.916208960681644,6.815624940854375,1.8502746235910137,1.5106250354873743
162,2.464997866155275,11.4,8.2,9.642186574743466,7.087316415388581,2.4146880551539205,1.582536716922284
163,2.002424026666424,11.6,7.8,8.756383366729555,7.642554021447107,3.1461699799622673,1.4714891957105787
164,2.113379008848365,11.8,7.8,9.658458001815525,7.471241389625087,3.204925198910685,1.5057517220749828
165,2.028125838946155,12.2,7.2,9.000621194658864,7.858318266069217,3.9996272832046813,1.9716636532138438
166,2.571179878075578,12.2,7.0,10.145433496826737,7.261255855762249,2.912739901903958,1.6522511711524497
167,2.2386718416780034,12.2,7.2,10.226878776235463,7.14037467924882,2.8638727342587225,1.4280749358497642
168,1.8424790335840087,12.4,7.2,9.671635481870162,7.669982282051231,3.7970187108779028,1.6660035435897538
169,2.2802551079489293,12.4,7.4,10.377660779417983,7.169391574754715,3.37340353234921,1.9661216850490568
170,1.8676261326385117,12.2,7.8,9.780973469387968,7.695118354321666,3.5314159183672187,1.8609763291356671
171,2.1126317688014176,11.8,7.6,10.36076798966922,7.2774308832923875,2.927846402066156,1.7445138233415225
172,1.8218959020145693,11.8,7.8,9.80690208607541,7.737369999455926,3.1158587483547535,1.4525260001088147
173,2.435654191577257,11.8,7.6,9.841887752807288,7.6370465923477,3.094867348315627,0.87259068153046
174,2.3664324496872853,11.8,7.8,9.176319049766928,7.949755007261951,3.4942085701398433,0.98995100145239
175,2.3615199802295224,12.2,8.4,9.421509305479324,7.857287381499695,3.347094416712406,0.8856275711001829
176,2.256981043080783,12.2,8.6,9.429222143654021,7.931641236111008,3.3424667138075876,1.4410152583333953
177,1.9767038595493591,12.2,8.8,10.375491025655986,7.4469959835354755,2.5249017948688026,1.931802409878714
178,2.4876976257950494,11.8,9.0,10.72081558943999,7.197114078030691,2.455836882112002,2.281731553181585
179,1.8134926136488219,11.4,8.8,9.234622811430738,8.139166352895723,3.1530754377138526,1.5165001882625664
180,2.009374848432432,11.2,8.4,8.434301996940466,8.229672927424055,3.7394188018357206,1.0621962435455672
181,1.7432001520463314,11.0,8.4,7.459564948023524,8.412654376449469,4.524261031185886,0.9524073741303187
182,1.7724230237264322,10.6,9.0,6.608198761063475,8.530615801718016,4.6350807433619154,1.0816305189691906
183,1.8398815786338023,10.4,9.0,5.825343046684586,8.655806642870093,4.904794171989248,1.406516014277944
184,2.257543542250206,10.4,8.8,5.752599663874642,8.553203198713385,5.348440201675214,1.489359360257323
185,2.3705923893444623,10.4,9.0,6.443909257716939,8.175790817053922,4.711218148456612,1.6945255097676466
186,2.2388206750432538,10.8,8.8,7.382377041939472,7.643429145526798,4.523524591612106,1.8139425126839206
187,1.8160835535449222,10.6,8.4,8.294246478596683,7.300402229991333,4.141150704280664,1.6197586620052
188,2.323801229646138,11.4,8.6,7.971128347624895,7.562886646850982,4.217322991425063,1.6622680118894102
189,2.3562351112727926,11.2,8.6,8.132459332875717,7.549264035946541,3.9735081334248563,1.6704415784320754
190,2.4108250671816016,11.2,8.8,8.545894840431087,7.294125351346894,4.290821031913782,1.6235247891918636
191,2.502710456201221,11.4,8.8,7.912613821283846,7.708991274991744,4.6524317072296935,1.3746052350049536
192,2.1497533019953234,11.2,8.8,7.845943698282271,7.737606587708389,4.4924337810306385,1.3574360473749665
193,2.361042973656237,11.6,8.6,7.3574106494251,7.9073819482924765,4.785553610344941,1.055570831024514
194,2.0767046307561388,11.6,8.4,7.695570218912098,7.729526299399149,4.9826578686527405,0.9622842203605106
195,2.1054990354946987,11.6,8.6,8.364773818222003,7.507044980741351,4.181135709066798,1.2957730115551895
196,2.1714382952787195,11.6,8.8,7.9593099601601995,7.786902066413594,4.82441402390388,1.327858760151843
197,2.0182415942958967,12.2,8.8,8.510324904587982,7.548452906058356,4.693805057247211,1.4709282563649866
